 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
80,7557761,4,4,602,364,602,0,150.5,301,364,0,91,182,127.8156322,1.058514552,1079680.143,1973439.586,5002663,74,2555098,851699.3333,1470363.971,2549528,895,7557636,2519212,2499751.661,5003238,4026,0,0,0,0,136,136,0.529257276,0.529257276,0,602,107.3333333,221.137966,48902,0,0,0,1,0,0,0,0,1,120.75,150.5,91,136,0,0,0,0,0,0,4,602,4,364,29200,236,1,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
49618,249,2,1,37,6,31,6,18.5,17.67766953,6,6,6,0,172690.7631,12048.19277,124.5,60.1040764,167,82,249,249,0,249,249,0,0,0,0,0,1,0,0,0,40,20,8032.128514,4016.064257,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,24.66666667,18.5,6,40,0,0,0,0,0,0,2,37,1,6,946,0,1,20,0,0,0,0,0,0,0,0,BENIGN
53,60800,2,2,76,140,38,38,38,0,70,70,70,0,3552.631579,65.78947368,20266.66667,35096.83419,60793,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,32.89473684,32.89473684,38,70,50.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,63.5,38,70,64,0,0,0,0,0,0,2,76,2,140,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,61328,1,1,51,110,51,51,51,0,110,110,110,0,2625.228281,32.61153144,61328,0,61328,61328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,16.30576572,16.30576572,51,110,70.66666667,34.06366588,1160.333333,0,0,0,0,0,0,0,0,1,106,51,110,32,0,0,0,0,0,0,1,51,1,110,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,116828467,18,15,956,1498,433,0,53.11111111,138.2120659,746,0,99.86666667,262.3339929,21.00515451,0.282465403,3650889.594,4760974.372,10000000,67,117000000,6872262.765,4568973.573,10100000,15938,112000000,7965978.571,4136688.559,10100000,20338,0,0,0,0,372,444,0.154072038,0.128393365,0,746,72.17647059,199.352356,39741.36185,0,0,0,1,0,0,0,0,0,74.36363636,53.11111111,99.86666667,372,0,0,0,0,0,0,18,956,15,1498,8192,351,17,20,135289.8182,327970.8501,1124159,36204,10000000,15208.18568,10000000,9959454,BENIGN
53,65506,1,1,51,79,51,51,51,0,79,79,79,0,1984.551033,30.53155436,65506,0,65506,65506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,15.26577718,15.26577718,51,79,60.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,90.5,51,79,20,0,0,0,0,0,0,1,51,1,79,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
21,198748,18,25,200,478,43,0,11.11111111,12.18914121,50,0,19.12,14.01879691,3411.355083,216.3543784,4732.095238,14693.0375,71227,1,198659,11685.82353,29349.07996,114947,3,198637,8276.541667,18967.34495,71227,1,0,0,0,0,384,524,90.5669491,125.7874293,0,50,15.40909091,13.77277088,189.6892178,0,0,0,1,0,0,0,0,1,15.76744186,11.11111111,19.12,384,0,0,0,0,0,0,18,200,25,478,8192,229,16,20,0,0,0,0,0,0,0,0,BENIGN
53,97369,1,1,48,112,48,48,48,0,112,112,112,0,1643.233473,20.54041841,97369,0,97369,97369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.2702092,10.2702092,48,112,69.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,104,48,112,20,0,0,0,0,0,0,1,48,1,112,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
49308,20,1,1,6,6,6,6,6,0,6,6,6,0,600000,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,50000,50000,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,32240,63308,0,20,0,0,0,0,0,0,0,0,BENIGN
53,23961,2,2,68,132,34,34,34,0,66,66,66,0,8346.897041,166.9379408,7987,13827.82763,23954,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,83.46897041,83.46897041,34,66,46.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,58.5,34,66,64,0,0,0,0,0,0,2,68,2,132,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,4531618,2,0,0,0,0,0,0,0,0,0,0,0,0,0.441343467,4531618,0,4531618,4531618,4531618,4531618,0,4531618,4531618,0,0,0,0,0,0,0,0,0,64,0,0.441343467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,239,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,6231356,5,1,135,46,46,6,27,20.1246118,46,46,46,0,29.04664731,0.962872287,1246271.2,2730625.107,6130791,3,6231356,1557839,3048931.327,6130791,3,0,0,0,0,0,1,0,0,0,100,20,0.802393572,0.160478714,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27,46,100,0,0,0,0,0,0,5,135,1,46,253,351,4,20,93533,0,93533,93533,6130791,0,6130791,6130791,BENIGN
53,147,2,2,86,118,43,43,43,0,59,59,59,0,1387755.102,27210.88435,49,78.80989786,140,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,13605.44218,13605.44218,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43,59,64,0,0,0,0,0,0,2,86,2,118,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,198,2,2,70,166,35,35,35,0,83,83,83,0,1191919.192,20202.0202,66,73.66817495,147,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,10101.0101,10101.0101,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35,83,40,0,0,0,0,0,0,2,70,2,166,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,161,2,2,80,180,40,40,40,0,90,90,90,0,1614906.832,24844.7205,53.66666667,89.49487881,157,1,3,3,0,3,3,1,1,0,1,1,0,0,0,0,64,80,12422.36025,12422.36025,40,90,60,27.38612788,750,0,0,0,0,0,0,0,0,1,75,40,90,64,0,0,0,0,0,0,2,80,2,180,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,116572718,25,32,8525,8010,1538,6,341,554.4865493,1501,0,250.3125,456.1786886,141.8427938,0.48896518,2081655.679,3861629.384,10000000,1,117000000,4856201.417,4669054.037,10000000,9172,117000000,3759637,4583764.334,10000000,1,0,0,0,0,500,772,0.214458412,0.274506768,0,1538,285.1896552,496.0323085,246048.0511,0,0,0,0,1,0,0,0,1,290.1929825,341,250.3125,500,0,0,0,0,0,0,25,8525,32,8010,254,2403,24,20,946434.6364,3040569.038,10100000,23888,9648913.909,1187144.963,10000000,6069539,BENIGN
53,70090,2,2,74,204,37,37,37,0,102,102,102,0,3966.329006,57.06948209,23363.33333,40461.28422,70084,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,28.53474105,28.53474105,37,102,63,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,78.75,37,102,40,0,0,0,0,0,0,2,74,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,37149,4,4,136,968,34,34,34,0,242,242,242,0,29718.162,215.349,5307,11623.69626,31246,3,36909,12303,21303.35891,36902,3,5899,1966.333333,3313.130896,5792,47,0,0,0,0,80,80,107.6745,107.6745,34,242,126.4444444,109.6256256,12017.77778,0,0,0,0,0,0,0,0,1,142.25,34,242,80,0,0,0,0,0,0,4,136,4,968,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
80,30423718,181,91,38680,63687,602,0,213.7016575,228.3590726,1068,0,699.8571429,359.6359756,3364.710388,8.94039315,112264.6421,293920.8843,2281931,84,30400000,169020.6556,347442.9607,2281931,903,30200000,335898.0222,456639.3944,2282774,2561,0,0,0,0,5800,2920,5.949305736,2.991087414,0,1068,374.970696,361.1674074,130441.8962,0,0,0,1,0,0,0,0,0,376.3492647,213.7016575,699.8571429,5800,0,0,0,0,0,0,181,38680,91,63687,29200,1063,89,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
80,34013729,203,104,43906,72180,602,0,216.2857143,228.4931854,1068,0,694.0384615,362.5442972,3412.916002,9.025767213,111155.9771,290736.6625,2278018,3,34000000,168330.8911,344474.7772,2278018,856,34000000,330228.9126,450357.5193,2278820,3,0,0,0,0,6504,3336,5.96817832,3.057588893,0,1068,376.9025974,360.6148345,130043.0589,0,0,0,1,0,0,0,0,0,378.1302932,216.2857143,694.0384615,6504,0,0,0,0,0,0,203,43906,104,72180,29200,1176,101,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
123,120706,1,1,48,48,48,48,48,0,48,48,48,0,795.3208623,16.56918463,120706,0,120706,120706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8.284592315,8.284592315,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
88,674,2,2,496,2820,248,248,248,0,1410,1410,1410,0,4919881.306,5934.718101,224.6666667,345.6361285,623,4,4,4,0,4,4,47,47,0,47,47,0,0,0,0,64,64,2967.35905,2967.35905,248,1410,712.8,636.4536118,405073.2,0,0,0,0,0,0,0,0,1,891,248,1410,64,0,0,0,0,0,0,2,496,2,2820,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
389,3476,13,12,4094,1044,1646,0,314.9230769,595.4657087,210,0,87,89.21475622,1478135.788,7192.174914,144.8333333,313.6724499,1233,1,3476,289.6666667,467.1329056,1373,1,3429,311.7272727,453.5363471,1286,2,0,0,0,0,284,264,3739.930955,3452.243959,0,1646,197.6153846,433.9253463,188291.2062,0,0,0,1,0,0,0,0,0,205.52,314.9230769,87,284,0,0,0,0,0,0,13,4094,12,1044,8192,0,11,20,0,0,0,0,0,0,0,0,BENIGN
53,196,2,2,94,350,47,47,47,0,175,175,175,0,2265306.122,20408.16327,65.33333333,71.59143338,144,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,64,10204.08163,10204.08163,47,175,98.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,122.75,47,175,64,0,0,0,0,0,0,2,94,2,350,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
1218,141,1,2,6,12,6,6,6,0,6,6,6,0,127659.5745,21276.59574,70.5,31.81980515,93,48,0,0,0,0,0,48,48,0,48,48,0,0,0,0,20,40,7092.198582,14184.39716,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,2051,253,0,20,0,0,0,0,0,0,0,0,BENIGN
80,68337890,203,104,48985,183700,585,0,241.3054187,253.3691693,1870,0,1766.346154,309.6531028,3404.919291,4.492383362,223326.4379,425221.0482,3861200,5,68300000,338290.2921,485066.0135,3861200,871,68300000,663473.1262,500895.1241,3861987,5,0,0,0,0,6504,3336,2.970533623,1.521849738,0,1870,755.4707792,772.8182587,597248.061,0,0,0,1,0,0,0,0,0,757.9315961,241.3054187,1766.346154,6504,0,0,0,0,0,0,203,48985,104,183700,29200,1150,101,32,0,0,0,0,0,0,0,0,Web Attack XSS
80,115908088,16,14,653,768,569,0,40.8125,140.8579515,762,0,54.85714286,203.5359946,12.25971392,0.258825769,3996830.621,4878664.118,10000000,121,116000000,7727205.867,4155287.718,10000000,182,111000000,8509620.615,3765095.257,10100000,15734,0,0,0,0,332,424,0.13804041,0.120785359,0,762,45.83870968,167.3128998,27993.60645,0,0,0,1,0,0,0,0,0,47.36666667,40.8125,54.85714286,332,0,0,0,0,0,0,16,653,14,768,8192,344,15,20,47053.45455,35380.39579,153723,36178,10000000,2337.454248,10000000,10000000,BENIGN
53,162,2,2,88,188,44,44,44,0,94,94,94,0,1703703.704,24691.35802,54,88.33459119,156,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12345.67901,12345.67901,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5095686,3,1,0,0,0,0,0,0,0,0,0,0,0,0.784977724,1698562,2938549.458,5091706,184,5095686,2547843,3597565.555,5091706,3980,0,0,0,0,0,0,0,0,0,104,40,0.588733293,0.196244431,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack XSS
80,29181432,6,6,454,1975,430,0,75.66666667,173.6037634,1963,0,329.1666667,800.4169955,83.23786166,0.411220395,2652857.455,4518810.106,10000000,23,20100000,4024834.6,5476850.986,10000000,351,29100000,5828829.6,5320006.464,10000000,809,0,0,0,0,132,156,0.205610198,0.205610198,0,1963,186.8461538,546.5525053,298719.641,0,0,0,1,0,0,0,0,1,202.4166667,75.66666667,329.1666667,132,0,0,0,0,0,0,6,454,6,1975,8192,946,5,20,56118.5,27263.91616,75397,36840,10000000,3050.458654,10000000,10000000,BENIGN
80,5982206,3,1,0,0,0,0,0,0,0,0,0,0,0,0.668649659,1994068.667,3453222.033,5981506,144,5982206,2991103,4229068.48,5981506,700,0,0,0,0,0,0,0,0,0,104,40,0.501487244,0.167162415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack XSS
53,154433,1,1,59,178,59,59,59,0,178,178,178,0,1534.646092,12.95059994,154433,0,154433,154433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6.475299968,6.475299968,59,178,98.66666667,68.70468203,4720.333333,0,0,0,0,0,0,0,0,1,148,59,178,20,0,0,0,0,0,0,1,59,1,178,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,188,2,2,64,276,32,32,32,0,138,138,138,0,1808510.638,21276.59574,62.66666667,68.19335256,137,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,10638.29787,10638.29787,32,138,74.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,93,32,138,40,0,0,0,0,0,0,2,64,2,276,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,60390,1,1,42,148,42,42,42,0,148,148,148,0,3146.216261,33.1180659,60390,0,60390,60390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,16.55903295,16.55903295,42,148,77.33333333,61.19912853,3745.333333,0,0,0,0,0,0,0,0,1,116,42,148,20,0,0,0,0,0,0,1,42,1,148,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,213889,1,1,42,138,42,42,42,0,138,138,138,0,841.5580044,9.350644493,213889,0,213889,213889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4.675322247,4.675322247,42,138,74,55.42562584,3072,0,0,0,0,0,0,0,0,1,111,42,138,20,0,0,0,0,0,0,1,42,1,138,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,4605,2,0,12,0,6,6,6,0,0,0,0,0,2605.863192,434.310532,4605,0,4605,4605,4605,4605,0,4605,4605,0,0,0,0,0,0,0,0,0,40,0,434.310532,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,78871,2,2,138,302,69,69,69,0,151,151,151,0,5578.729825,50.71572568,26290.33333,45490.2993,78818,4,49,49,0,49,49,4,4,0,4,4,0,0,0,0,40,40,25.35786284,25.35786284,69,151,101.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,127.25,69,151,40,0,0,0,0,0,0,2,138,2,302,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,185,2,2,48,48,24,24,24,0,24,24,24,0,518918.9189,21621.62162,61.66666667,101.6136474,179,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,10810.81081,10810.81081,24,24,24,0,0,0,0,0,0,0,0,0,0,1,30,24,24,40,0,0,0,0,0,0,2,48,2,48,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,100136840,2,0,12,0,6,6,6,0,0,0,0,0,0.119836016,0.019972669,100000000,0,100000000,100000000,100000000,100000000,0,100000000,100000000,0,0,0,0,0,0,0,0,0,40,0,0.019972669,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,1024,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,173638,2,2,90,222,45,45,45,0,111,111,111,0,1796.841705,23.03643212,57879.33333,100243.0178,173630,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,40,11.51821606,11.51821606,45,111,71.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,89.25,45,111,64,0,0,0,0,0,0,2,90,2,222,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5395735,3,1,0,0,0,0,0,0,0,0,0,0,0,0.741326251,1798578.333,3114498.143,5394891,126,5395735,2697867.5,3814167.212,5394891,844,0,0,0,0,0,0,0,0,0,104,40,0.555994688,0.185331563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
53,171,2,2,84,204,42,42,42,0,102,102,102,0,1684210.526,23391.81287,57,92.66606714,164,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,11695.90643,11695.90643,42,102,66,32.86335345,1080,0,0,0,0,0,0,0,0,1,82.5,42,102,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
63318,44905,16,6,18467,24,2920,0,1154.1875,979.2405369,6,0,4,3.098386677,411780.4253,489.9231711,2138.333333,8446.827235,38609,1,44905,2993.666667,9959.236615,38609,1,39041,7808.2,17376.97041,38893,3,0,0,0,0,344,144,356.3077608,133.6154103,0,2920,803.9565217,973.0982609,946920.2253,0,0,0,1,0,0,0,0,0,840.5,1154.1875,4,344,0,0,0,0,0,0,16,18467,6,24,8192,357,14,20,0,0,0,0,0,0,0,0,BENIGN
49527,35,1,1,6,6,6,6,6,0,6,6,6,0,342857.1429,57142.85714,35,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,28571.42857,28571.42857,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,31088,63937,0,20,0,0,0,0,0,0,0,0,BENIGN
53,76978,2,2,78,206,39,39,39,0,103,103,103,0,3689.365793,51.96289849,25659.33333,44436.34082,76970,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,25.98144925,25.98144925,39,103,64.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,80.75,39,103,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,48234,1,1,52,68,52,52,52,0,68,68,68,0,2487.871626,41.4645271,48234,0,48234,48234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,20.73226355,20.73226355,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86,52,68,20,0,0,0,0,0,0,1,52,1,68,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,154,2,2,88,188,44,44,44,0,94,94,94,0,1792207.792,25974.02597,51.33333333,82.85127237,147,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,12987.01299,12987.01299,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,188,2,2,98,130,49,49,49,0,65,65,65,0,1212765.957,21276.59574,62.66666667,25.40341184,92,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,40,40,10638.29787,10638.29787,49,65,55.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,69.25,49,65,40,0,0,0,0,0,0,2,98,2,130,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,5479361,3,1,0,0,0,0,0,0,0,0,0,0,0,0.730012131,1826453.667,3162897.411,5478653,126,5479361,2739680.5,3873492.056,5478653,708,0,0,0,0,0,0,0,0,0,104,40,0.547509098,0.182503033,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack XSS
53,170,2,2,76,176,38,38,38,0,88,88,88,0,1482352.941,23529.41176,56.66666667,92.08872533,163,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,80,64,11764.70588,11764.70588,38,88,58,27.38612788,750,0,0,0,0,0,0,0,0,1,72.5,38,88,80,0,0,0,0,0,0,2,76,2,176,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
53,198,2,2,64,96,32,32,32,0,48,48,48,0,808080.8081,20202.0202,66,74.64583043,148,2,2,2,0,2,2,48,48,0,48,48,0,0,0,0,64,64,10101.0101,10101.0101,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,160,2,2,72,136,36,36,36,0,68,68,68,0,1300000,25000,53.33333333,52.2047252,108,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,40,12500,12500,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61,36,68,40,0,0,0,0,0,0,2,72,2,136,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,5263171,3,1,0,0,0,0,0,0,0,0,0,0,0,0.759998108,1754390.333,3037918.115,5262276,158,5263171,2631585.5,3720358.184,5262276,895,0,0,0,0,0,0,0,0,0,104,40,0.569998581,0.189999527,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack XSS
53,162,2,2,86,142,43,43,43,0,71,71,71,0,1407407.407,24691.35802,54,54.24942396,111,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,12345.67901,12345.67901,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43,71,64,0,0,0,0,0,0,2,86,2,142,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,31041,1,1,50,66,50,50,50,0,66,66,66,0,3736.993009,64.43091395,31041,0,31041,31041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.21545698,32.21545698,50,66,55.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,83,50,66,20,0,0,0,0,0,0,1,50,1,66,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,161,2,2,46,46,23,23,23,0,23,23,23,0,571428.5714,24844.7205,53.66666667,92.08872533,160,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,64,12422.36025,12422.36025,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,51193,1,1,52,80,52,52,52,0,80,80,80,0,2578.477526,39.06784131,51193,0,51193,51193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,19.53392065,19.53392065,52,80,61.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,92,52,80,32,0,0,0,0,0,0,1,52,1,80,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,5678483,3,1,0,0,0,0,0,0,0,0,0,0,0,0.704413485,1892827.667,3277705.539,5677596,131,5678483,2839241.5,4014039.429,5677596,887,0,0,0,0,0,0,0,0,0,104,40,0.528310114,0.176103371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack XSS
80,115647891,66,69,501,86279,501,0,7.590909091,61.66883698,2836,0,1250.42029,710.2533601,750.3811721,1.167336463,863043.9627,2778192.524,10000000,1,116000000,1779198.323,3808383.818,10000000,154,111000000,1627991.838,3725787.098,10000000,48,0,0,0,0,2120,2216,0.570697826,0.596638636,0,2836,638.0882353,803.0773448,644933.2218,0,0,0,1,0,0,0,0,1,642.8148148,7.590909091,1250.42029,2120,0,0,0,0,0,0,66,501,69,86279,29200,340,1,32,53779.09091,57507.17792,227168,36216,10000000,4611.97717,10000000,9996291,BENIGN
53,175,2,2,80,272,40,40,40,0,136,136,136,0,2011428.571,22857.14286,58.33333333,94.97543542,168,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11428.57143,11428.57143,40,136,78.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,98,40,136,64,0,0,0,0,0,0,2,80,2,272,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
21,209092,18,25,200,482,43,0,11.11111111,12.18914121,52,0,19.28,14.39189587,3261.722113,205.651101,4978.380952,13608.23178,57557,1,208952,12291.29412,28445.31918,99480,1,208960,8706.666667,17248.70353,57557,1,0,0,0,0,384,524,86.08650737,119.5645936,0,52,15.5,14.01079318,196.3023256,0,0,0,1,0,0,0,0,1,15.86046512,11.11111111,19.28,384,0,0,0,0,0,0,18,200,25,482,8192,229,16,20,0,0,0,0,0,0,0,0,BENIGN
53,260288,1,1,50,109,50,50,50,0,109,109,109,0,610.8618146,7.68379641,260288,0,260288,260288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,3.841898205,3.841898205,50,109,69.66666667,34.06366588,1160.333333,0,0,0,0,0,0,0,0,1,104.5,50,109,32,0,0,0,0,0,0,1,50,1,109,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,115435,2,2,66,98,33,33,33,0,49,49,49,0,1420.712955,34.6515355,38478.33333,66601.39897,115383,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,40,40,17.32576775,17.32576775,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33,49,40,0,0,0,0,0,0,2,66,2,98,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
